objid,ra,dec,u,g,r,i,z,veldisp,PetroRad_r,specobjid,redshift,deVRad_r,fracDev_r,expRad_r,SNoise,ptype,sclass
1.24E+18,194.8795953,27.95490705,21.92133,20.67551,20.06528,19.59901,19.41985,93.66064,1.370281,2.52E+18,0.0236594,0.5020407,0,0.5111978,14.39366,GALAXY,GALAXY
1.24E+18,194.9152341,27.95390491,17.97512,16.24808,15.4799,15.11111,14.83044,93.7588,17.38038,2.52E+18,0.02678836,3.810511,1,2.445494,42.30889,GALAXY,GALAXY
1.24E+18,194.7330846,27.8333724,16.20967,14.84674,14.15626,13.76769,13.44168,94.3078,16.31498,2.52E+18,0.02510278,17.10496,0.1634751,11.42651,43.51343,GALAXY,GALAXY
1.24E+18,195.1182936,27.97239096,17.40042,15.5324,14.80393,14.43889,14.15676,94.59384,13.17345,2.52E+18,0.0257351,8.827339,0.9454852,5.636187,41.81475,GALAXY,GALAXY
1.24E+18,194.6600417,27.54410025,17.72238,16.0213,15.25498,14.86815,14.56736,96.21754,5.82247,2.52E+18,0.01991322,4.132373,0.7148579,2.627693,48.93434,GALAXY,GALAXY
1.24E+18,194.8475501,27.91956553,20.32158,18.52287,17.65756,17.3171,17.03244,98.1701,1.544103,2.52E+18,0.02311007,0.3008961,0.8092244,0.4121995,27.49052,GALAXY,GALAXY
1.24E+18,194.2772586,28.29659946,19.13534,17.66443,16.99797,16.69408,16.39215,98.63986,12.87297,2.52E+18,0.02250939,20.31328,0.1904977,7.023037,8.014932,GALAXY,GALAXY
1.24E+18,194.9177911,27.96823285,18.22049,16.48762,15.66237,15.30458,14.99181,99.46032,16.16616,2.52E+18,0.02527304,4.562069,1,2.382707,42.76632,GALAXY,GALAXY
1.24E+18,194.9860468,27.93002486,17.51437,15.82068,15.05232,14.67835,14.39264,99.92592,9.886209,2.52E+18,0.02570705,8.262528,0.6162723,4.684867,41.38085,GALAXY,GALAXY
1.24E+18,195.5902325,28.25597907,17.12016,15.36992,14.54508,14.12542,13.79927,100.1459,10.31702,2.52E+18,0.0227214,8.249573,0.5722193,5.036063,42.02214,GALAXY,GALAXY
1.24E+18,194.4609806,27.87948483,17.70106,15.88479,15.10633,14.70747,14.41653,102.6922,8.632958,2.52E+18,0.02317353,5.166154,0.9119961,3.480193,40.81374,GALAXY,GALAXY
1.24E+18,194.368464,28.17642737,17.32724,15.40779,14.61374,14.18642,13.89003,104.5017,10.53202,2.52E+18,0.02724953,7.939559,0.6699306,4.950872,41.33772,GALAXY,GALAXY
1.24E+18,195.2080096,27.40578185,16.33838,14.63693,13.92607,13.55905,13.2815,104.8331,23.28546,2.52E+18,0.02198225,15.81998,0.8800794,9.094801,43.91129,GALAXY,GALAXY
1.24E+18,195.1118974,27.51559102,17.52603,15.81423,15.03445,14.66549,14.36938,105.0014,7.644641,2.52E+18,0.02595107,4.531894,0.8825326,3.053991,44.01356,GALAXY,GALAXY
1.24E+18,195.1615013,28.01452647,17.20795,15.35862,14.664,14.19718,14.01497,105.6762,11.75806,2.52E+18,0.02535291,8.492435,0.9372275,5.517542,44.02521,GALAXY,GALAXY
1.24E+18,194.430132,27.5775943,18.60572,16.99643,16.25682,15.89124,15.62361,109.7724,4.899152,2.52E+18,0.02410993,2.251672,1,1.516961,38.54677,GALAXY,GALAXY
1.24E+18,194.7693238,27.91097966,17.76287,16.01769,15.25224,14.87086,14.5728,110.0812,6.81527,2.52E+18,0.02136191,4.291782,0.9678299,3.09461,49.35899,GALAXY,GALAXY
1.24E+18,194.6336013,27.45633388,17.65655,15.83982,15.05886,14.65406,14.41463,113.4316,7.496029,2.52E+18,0.02341978,4.34514,0.94034,3.09864,46.03002,GALAXY,GALAXY
1.24E+18,194.3455098,27.49297541,17.41772,15.69987,14.82286,14.42955,14.13368,113.4769,59.64515,2.52E+18,0.02748526,8.650032,0.9629198,21.06045,43.82471,GALAXY,GALAXY
1.24E+18,195.1784823,27.96308318,17.29992,15.47424,14.7196,14.33296,14.03992,114.3192,10.83909,2.52E+18,0.02809328,5.390098,1,4.350786,42.90397,GALAXY,GALAXY
1.24E+18,195.0262101,27.77576413,17.30174,15.45994,14.70037,14.30165,14.01007,114.7037,9.483422,2.52E+18,0.02060787,7.926034,0.8261006,4.096392,43.58305,GALAXY,GALAXY
1.24E+18,194.7226636,28.12606753,17.77933,15.94528,15.15474,14.76233,14.48031,114.7592,5.896131,2.52E+18,0.02337744,3.46538,0.9895117,2.363291,46.15381,GALAXY,GALAXY
1.24E+18,195.0229251,27.80759468,17.45842,15.50841,14.73891,14.33246,14.03118,116.1382,8.323728,2.52E+18,0.021926,6.618258,0.7684222,4.090626,46.03782,GALAXY,GALAXY
1.24E+18,194.374967,28.18807182,16.56451,14.74838,13.98687,13.56207,13.2357,116.5688,16.24801,2.52E+18,0.02312829,13.88248,0.5913224,8.098166,47.90862,GALAXY,GALAXY
1.24E+18,195.0709416,28.0639111,17.85592,16.04005,15.27375,14.87119,14.58097,116.8615,5.73626,2.52E+18,0.02047269,3.127286,1,2.299994,45.997,GALAXY,GALAXY
1.24E+18,194.8062384,27.7745923,17.04775,15.20765,14.41999,14.01892,13.75777,117.388,12.65511,2.52E+18,0.02276696,7.131958,0.9841481,4.641438,45.50778,GALAXY,GALAXY
1.24E+18,195.0535973,28.07549608,17.54206,15.71611,14.94707,14.54585,14.26242,118.2973,6.211491,2.52E+18,0.02503316,3.693606,1,2.458708,53.35577,GALAXY,GALAXY
1.24E+18,195.1701952,27.99660368,17.04858,15.22078,14.4312,14.03467,13.72199,119.1396,12.26691,2.52E+18,0.02363859,8.122255,0.918003,4.785611,50.62819,GALAXY,GALAXY
1.24E+18,195.0266058,28.00411662,18.74981,16.63668,15.85161,15.45258,15.16259,119.907,2.790575,2.52E+18,0.02424595,0.8531491,0.147842,1.014002,45.60424,GALAXY,GALAXY
1.24E+18,194.8561893,27.97320254,17.87573,16.09023,15.29822,14.91355,14.64339,120.5623,5.127251,2.52E+18,0.0203301,3.370826,0.8529285,2.419288,50.70103,GALAXY,GALAXY
1.24E+18,194.0412514,27.84426424,17.15049,15.296,14.48509,14.08474,13.79832,121.2412,14.81533,2.52E+18,0.0252572,7.291094,1,5.569405,53.39948,GALAXY,GALAXY
1.24E+18,195.09223,28.04700665,16.97609,15.13813,14.37234,13.96629,13.67711,121.5989,11.45841,2.52E+18,0.02727107,6.247734,0.9988613,4.523883,48.03242,GALAXY,GALAXY
1.24E+18,194.9421741,27.85722778,17.36058,15.60594,14.81971,14.45253,14.17544,122.3924,6.244851,2.52E+18,0.02698871,4.439259,0.9298404,3.066741,46.9985,GALAXY,GALAXY
1.24E+18,194.1466308,28.27545748,17.38724,15.60166,14.82513,14.44142,14.13771,122.6467,7.565866,2.52E+18,0.02433419,4.179361,1,2.982312,46.02868,GALAXY,GALAXY
1.24E+18,194.7115189,28.08401229,17.67232,15.91022,15.14639,14.76117,14.4755,123.497,4.394002,2.52E+18,0.02026107,3.789284,0.8830348,2.09913,52.44607,GALAXY,GALAXY
1.24E+18,194.9795469,28.1283565,17.67762,15.85575,15.06595,14.6659,14.35653,124.0569,6.962105,2.52E+18,0.02523349,3.687623,0.8967597,2.891705,42.4722,GALAXY,GALAXY
1.24E+18,195.1842841,28.33726508,16.92377,15.19825,14.4373,14.06487,13.73953,124.8984,6.256762,2.52E+18,0.02640828,5.00535,0.8768877,3.232517,49.97006,GALAXY,GALAXY
1.24E+18,194.631666,27.67349021,18.11027,16.35757,15.58827,15.19718,14.91869,126.3538,4.105315,2.52E+18,0.02306956,2.383816,1,1.853408,50.23196,GALAXY,GALAXY
1.24E+18,194.8810037,28.04659925,17.5459,15.23153,14.40057,14.13706,13.88645,127.7291,66.26447,2.52E+18,0.02307543,6.934854,1,3.713273,48.41492,GALAXY,GALAXY
1.24E+18,195.3449065,28.19603598,17.38426,15.52895,14.77109,14.39882,14.10128,127.9055,10.9237,2.52E+18,0.02536228,5.343806,1,3.528471,47.09245,GALAXY,GALAXY
1.24E+18,194.5904395,28.14875306,17.19646,15.29681,14.51587,14.12329,13.83342,128.1461,9.43513,2.52E+18,0.02627785,6.374372,0.7118665,3.916312,51.63343,GALAXY,GALAXY
1.24E+18,194.7673068,27.95914058,18.54392,16.72718,15.94301,15.55823,15.25958,128.7535,4.034812,2.52E+18,0.02345661,2.235215,0.9565014,1.653188,39.70934,GALAXY,GALAXY
1.24E+18,194.8986303,28.55136472,17.53613,15.73222,14.95994,14.57917,14.2908,129.1858,6.919106,2.26E+18,0.02529903,3.899453,1,2.487593,44.42444,GALAXY,GALAXY
1.24E+18,194.1095759,27.72725235,18.12785,16.20881,15.4169,15.0206,14.71252,130.0083,4.632194,2.52E+18,0.02276338,2.525544,0.836637,1.949508,42.70571,GALAXY,GALAXY
1.24E+18,194.9449075,27.97384478,17.30043,15.44855,14.63608,14.25164,13.96175,130.1965,9.330845,2.52E+18,0.03141962,5.116478,0.8547359,3.789456,46.61814,GALAXY,GALAXY
1.24E+18,195.0260507,27.68529299,17.8588,16.15008,15.36422,14.98593,14.70729,130.6938,5.238038,2.52E+18,0.02516739,2.798347,1,2.217892,50.70119,GALAXY,GALAXY
1.24E+18,194.9321817,27.99468339,17.56027,15.73545,14.94331,14.53115,14.23392,130.825,6.517055,2.52E+18,0.02225102,3.425483,0.9389029,2.766288,52.54767,GALAXY,GALAXY
1.24E+18,194.4470971,27.83330903,17.38923,15.59799,14.83498,14.43712,14.16918,130.8486,4.809526,2.52E+18,0.02018767,3.844101,0.8974412,2.528122,48.89317,GALAXY,GALAXY
1.24E+18,195.1165326,27.95596939,17.65509,15.8386,15.07857,14.70368,14.40009,131.4749,7.618163,2.52E+18,0.02336195,3.214207,1,2.848926,47.52106,GALAXY,GALAXY
1.24E+18,194.4747434,28.49980677,17.60591,15.87101,15.09359,14.72491,14.4223,131.4845,5.368535,2.26E+18,0.02436011,2.877708,1,2.332514,44.59106,GALAXY,GALAXY
1.24E+18,195.2255008,27.78370368,17.514,15.77657,15.05891,14.6958,14.43489,131.6795,10.99336,2.52E+18,0.02767608,5.970019,1,4.392365,46.71839,GALAXY,GALAXY
1.24E+18,194.6466083,27.59640874,15.55081,14.17146,13.50287,13.13581,12.85175,132.3766,7.891901,2.52E+18,0.02564392,5.117198,0.6044755,3.912299,60.13598,GALAXY,GALAXY
1.24E+18,195.2469106,27.8998162,17.03921,15.23117,14.46072,14.07426,13.79398,132.4468,9.527432,7.30E+18,0.02297997,6.601604,0.8949931,4.811711,51.3778,GALAXY,GALAXY
1.24E+18,195.2335885,27.79085229,15.71162,13.76123,12.94738,12.45936,12.17013,133.7893,25.18574,2.52E+18,0.02659411,17.5613,0.6955284,12.40264,50.58364,GALAXY,GALAXY
1.24E+18,194.9464512,27.71030125,16.30031,14.57637,13.80468,13.41368,13.1468,134.2699,12.01775,2.52E+18,0.02798339,8.204112,0.8588184,4.745233,51.14471,GALAXY,GALAXY
1.24E+18,194.8079891,28.07624331,16.50253,14.82917,14.09844,13.70953,13.45736,140.8485,25.12716,2.52E+18,0.0260466,14.07311,1,7.457414,46.94498,GALAXY,GALAXY
1.24E+18,195.0753999,27.95657329,17.26337,15.41986,14.64555,14.25042,13.97796,141.0183,7.103322,2.52E+18,0.02124036,4.745432,0.9149143,2.932717,47.9383,GALAXY,GALAXY
1.24E+18,194.5232816,28.2425915,15.61214,14.50418,13.74121,13.34591,13.04179,141.4369,18.15628,2.52E+18,0.02398841,29.6732,0.1075779,12.14306,41.08204,GALAXY,GALAXY
1.24E+18,194.8538782,27.73883186,17.63632,15.85404,15.05484,14.65064,14.35853,143.478,4.656199,2.52E+18,0.02011746,3.195884,0.9012023,2.144867,46.18209,GALAXY,GALAXY
1.24E+18,194.4527875,28.18043767,17.17724,15.35762,14.59445,14.20825,13.91482,143.5069,6.36326,2.52E+18,0.02411293,3.528869,0.9923322,2.502161,49.96497,GALAXY,GALAXY
1.24E+18,195.2893101,28.03311843,18.56248,16.84314,16.10254,15.73207,15.46526,144.4059,5.366253,2.52E+18,0.02342906,1.976624,1,1.511347,39.17718,GALAXY,GALAXY
1.24E+18,194.7420974,27.59470226,17.55071,15.70385,14.91856,14.51399,14.22828,145.9651,5.533912,2.52E+18,0.02004855,3.148486,0.9705848,2.532585,49.11442,GALAXY,GALAXY
1.24E+18,195.0185023,27.9875783,16.55103,14.71623,13.94687,13.56522,13.31371,148.5636,10.79509,2.52E+18,0.02125258,6.733684,1,4.527035,50.3911,GALAXY,GALAXY
1.24E+18,194.7750944,27.99669843,16.8838,14.98997,14.1752,13.76719,13.48373,150.3041,12.38461,2.52E+18,0.02557481,6.792245,0.9701509,4.685606,49.28912,GALAXY,GALAXY
1.24E+18,195.0379776,28.17039245,17.44305,15.47676,14.7029,14.28326,14.03902,150.5338,7.441983,2.52E+18,0.02252319,5.118123,0.8371732,3.237648,52.54554,GALAXY,GALAXY
1.24E+18,194.1109329,27.83063825,16.8623,15.0077,14.23254,13.87005,13.56183,151.2569,9.685346,2.52E+18,0.02091072,4.968217,1,3.735638,50.30194,GALAXY,GALAXY
1.24E+18,195.7197522,27.86659369,16.86366,14.9948,14.25683,13.86675,13.5936,152.943,6.842984,2.52E+18,0.02738638,4.206578,0.9950594,3.789593,52.24796,GALAXY,GALAXY
1.24E+18,195.3631042,27.99919589,18.2871,16.40483,15.61084,15.19666,14.8596,157.2457,3.408232,2.52E+18,0.025495,1.389671,0.8996452,1.454065,47.74231,GALAXY,GALAXY
1.24E+18,194.9833789,28.03471481,16.6594,14.83168,14.01426,13.58994,13.26049,160.2036,10.85916,2.52E+18,0.02718822,6.498521,0.8106787,4.658681,49.16734,GALAXY,GALAXY
1.24E+18,194.9350191,27.91245479,16.6908,14.96003,14.165,13.763,13.46627,160.3199,8.539399,2.52E+18,0.02235104,5.504371,0.7634243,3.934164,56.2691,GALAXY,GALAXY
1.24E+18,194.3199323,27.61845238,17.90776,16.13091,15.32448,14.93367,14.64284,160.9093,3.40007,2.52E+18,0.02416236,1.749798,0.9475132,1.510186,54.99245,GALAXY,GALAXY
1.24E+18,194.4005506,27.4848118,17.74319,15.86697,15.05288,14.6206,14.34149,161.5946,5.475946,2.52E+18,0.02413054,3.198785,0.8355697,2.542892,53.50951,GALAXY,GALAXY
1.24E+18,195.5360839,28.38710808,16.56248,14.88164,14.05473,13.65078,13.31327,162.6609,13.64211,2.26E+18,0.02526679,7.924568,0.8969028,5.540302,33.76133,GALAXY,GALAXY
1.24E+18,194.5146235,27.81494792,17.37572,15.54642,14.74229,14.30824,14.0787,163.5694,5.555388,2.52E+18,0.0237746,3.18569,0.9789601,2.547939,55.97494,GALAXY,GALAXY
1.24E+18,194.7812122,27.76776463,17.29912,15.4328,14.65142,14.24708,13.97746,166.5502,6.991384,2.52E+18,0.02121973,3.22885,1,2.908669,49.54607,GALAXY,GALAXY
1.24E+18,195.1781325,27.97126237,16.56101,14.72975,13.9298,13.5151,13.21418,170.1306,13.69606,2.52E+18,0.02125549,5.549952,1,4.506842,51.74641,GALAXY,GALAXY
1.24E+18,194.9262656,27.92473291,17.85477,16.06898,15.26948,14.90768,14.61891,172.1409,3.52326,2.52E+18,0.02303923,1.628152,1,1.542102,48.76007,GALAXY,GALAXY
1.24E+18,194.651453,28.11373359,16.83227,14.95898,14.15214,13.73848,13.42058,172.577,8.445956,2.52E+18,0.02269549,6.168972,0.8779857,3.935526,50.95432,GALAXY,GALAXY
1.24E+18,195.2170143,28.36612746,16.25221,14.43731,13.63478,13.25985,12.93827,173.1174,12.52719,2.26E+18,0.02547665,6.516619,0.9915327,4.737503,49.17179,GALAXY,GALAXY
1.24E+18,195.1656714,27.9239338,16.64083,14.76894,14.01345,13.58688,13.2884,173.2004,10.97766,2.52E+18,0.02501526,6.121517,0.8977898,4.598617,55.49172,GALAXY,GALAXY
1.24E+18,194.8748418,27.95642781,16.65875,14.78519,13.96492,13.55658,13.28338,174.7822,14.46462,2.52E+18,0.02266739,7.112396,1,5.732519,50.36093,GALAXY,GALAXY
1.24E+18,194.0824528,27.75102718,17.09045,15.19268,14.38243,13.96511,13.66016,178.2868,6.957078,2.52E+18,0.02297527,3.756546,0.7634583,3.03127,48.6206,GALAXY,GALAXY
1.24E+18,195.684985,28.04533821,16.39874,14.47828,13.69048,13.315,13.05047,178.6898,18.41932,2.52E+18,0.02076338,8.865227,1,6.996249,49.91143,GALAXY,GALAXY
1.24E+18,194.7831015,27.85496245,17.15058,15.26591,14.44699,14.01003,13.69229,180.1696,9.064169,2.52E+18,0.02192698,4.008224,0.9735998,3.673752,56.63297,GALAXY,GALAXY
1.24E+18,194.9079504,27.90731902,17.22689,15.37539,14.55055,14.15343,13.8371,181.7785,6.182678,2.52E+18,0.02671096,3.47767,0.8927004,2.570295,50.02945,GALAXY,GALAXY
1.24E+18,194.3911915,28.48225716,15.95745,14.09012,13.25493,12.87223,12.57609,181.8105,19.3964,2.52E+18,0.0208744,9.454521,1,6.932378,51.34605,GALAXY,GALAXY
1.24E+18,195.0332914,28.07856658,17.27399,15.3977,14.6027,14.16535,13.84476,182.4925,5.289251,2.52E+18,0.0241407,2.751892,0.8124874,2.449455,56.92104,GALAXY,GALAXY
1.24E+18,194.1242194,27.94000256,17.00195,15.22096,14.43994,14.04475,13.7451,183.7329,12.73281,2.52E+18,0.02213149,4.724051,1,3.66025,56.99593,GALAXY,GALAXY
1.24E+18,194.5909591,27.96778007,16.62545,14.85468,14.05896,13.62781,13.3261,186.1314,7.35158,2.52E+18,0.0200533,4.612966,0.9296482,3.212509,58.10347,GALAXY,GALAXY
1.24E+18,194.2214079,27.92949706,17.78597,15.93496,15.1193,14.71077,14.41181,186.167,3.403714,2.52E+18,0.02040969,1.886988,0.9718236,1.703873,49.50339,GALAXY,GALAXY
1.24E+18,194.6975029,27.67471553,16.4106,14.54548,13.73456,13.32183,13.06268,186.8577,23.20899,2.52E+18,0.02796219,10.79207,1,8.749669,49.8545,GALAXY,GALAXY
1.24E+18,195.3233157,27.80907105,16.30974,14.46131,13.66054,13.23502,12.95748,186.9697,10.06679,2.52E+18,0.02435044,6.915075,0.9761099,4.760128,50.39605,GALAXY,GALAXY
1.24E+18,194.1785723,28.02045143,16.63188,14.7959,13.95752,13.5671,13.28332,188.201,17.11568,2.52E+18,0.02086722,4.92493,1,5.403894,56.80291,GALAXY,GALAXY
1.24E+18,194.7575448,28.22535628,16.64307,14.83643,14.01323,13.57534,13.25101,189.9913,9.067723,2.52E+18,0.02675356,6.473849,0.8519667,3.982377,56.97655,GALAXY,GALAXY
1.24E+18,194.6258532,28.01475326,16.38157,14.5698,13.78393,13.38037,13.10502,190.8344,13.8891,2.52E+18,0.02383802,6.632563,1,5.540974,57.45578,GALAXY,GALAXY
1.24E+18,194.9906111,28.246664,16.07481,14.18206,13.33568,12.96296,12.64011,192.6849,18.34392,2.52E+18,0.02237232,8.561917,1,7.017925,58.65046,GALAXY,GALAXY
1.24E+18,195.4592558,27.89354447,17.12726,15.31457,14.51535,14.12145,13.80558,194.2651,7.725935,2.52E+18,0.02518096,3.745817,1,2.895578,47.82047,GALAXY,GALAXY
1.24E+18,194.8046122,27.9769751,18.54757,16.69668,15.82373,15.39511,15.09033,196.0526,1.86087,7.30E+18,0.0226222,0.5883785,0,0.6945562,50.52259,GALAXY,GALAXY
1.24E+18,194.8921633,27.94683638,16.91885,15.09733,14.28028,13.86293,13.5701,200.281,5.378197,2.52E+18,0.0239514,3.66361,0.9536552,2.419482,51.36115,GALAXY,GALAXY
1.24E+18,194.2892297,27.4664034,16.83393,14.91331,14.07997,13.65132,13.33038,200.4899,7.448275,2.52E+18,0.02485023,3.760257,0.9916436,3.025679,58.88977,GALAXY,GALAXY
1.24E+18,194.7841657,27.7841177,16.64039,14.73416,13.93037,13.49947,13.19974,205.2726,9.146886,2.52E+18,0.02344777,5.650623,0.9666058,3.734946,50.82515,GALAXY,GALAXY
1.24E+18,194.3993879,27.49323474,16.68354,14.74133,13.90561,13.47234,13.16848,208.4435,8.418326,2.52E+18,0.0243872,4.436019,0.8284944,3.647535,51.13561,GALAXY,GALAXY
1.24E+18,195.2026949,28.09073595,16.54008,14.667,13.8521,13.42195,13.09182,208.52,7.895012,2.52E+18,0.02324185,5.502081,0.7953979,3.897361,51.94319,GALAXY,GALAXY
1.24E+18,195.0746969,28.20239818,15.69563,13.82683,13.00685,12.59521,12.26838,232.7268,14.76828,2.52E+18,0.02844437,13.23809,0.7418467,6.108728,52.50493,GALAXY,GALAXY
1.24E+18,194.386816,27.61034689,16.24524,14.30946,13.47402,13.0602,12.76847,238.1468,10.41866,2.52E+18,0.02012796,5.663945,1,4.755214,60.11086,GALAXY,GALAXY
1.24E+18,194.3831427,28.47694255,15.17142,13.31486,12.46122,12.06118,11.76212,238.8069,30.89243,2.26E+18,0.02256766,14.93489,1,10.90713,50.89704,GALAXY,GALAXY
1.24E+18,194.8725257,27.85015661,17.16924,15.28307,14.43639,14.00039,13.72991,242.9956,5.451975,2.52E+18,0.02264451,3.589266,1,3.037109,51.90555,GALAXY,GALAXY
1.24E+18,194.7662502,28.12369807,15.98393,14.01054,13.17058,12.74074,12.47249,262.9535,14.40825,2.52E+18,0.0264517,8.587951,1,5.719697,52.69114,GALAXY,GALAXY
1.24E+18,195.4738794,27.62444603,15.54035,13.59538,12.75545,12.32773,12.05193,263.9836,21.4684,2.52E+18,0.02621074,10.35095,1,8.877885,54.01733,GALAXY,GALAXY
1.24E+18,194.8987713,27.95926328,14.66661,12.79836,11.9901,11.52812,11.23766,265.7244,48.51635,2.52E+18,0.02390867,29.67989,0.6837885,13.46841,54.66787,GALAXY,GALAXY
1.24E+18,195.4898905,28.00583647,16.14003,14.20773,13.34267,12.87827,12.5191,267.6116,15.68559,2.52E+18,0.02574884,9.892246,0.9038497,6.004062,49.51673,GALAXY,GALAXY
1.24E+18,194.3514895,27.49781561,15.30019,13.3851,12.45899,12.0251,11.78176,268.8111,28.69834,2.52E+18,0.02447844,20.11736,0.8532773,11.23915,58.64795,GALAXY,GALAXY
1.24E+18,195.0338618,27.97694093,14.38514,12.34633,11.52409,11.22058,10.84526,369.672,38.16121,2.52E+18,0.02150175,29.67856,0.7626967,14.23202,53.26931,GALAXY,GALAXY
